"","ID","Gender_MF","Gender","PCG_IRE","SCG_IRE","SCB_IRE","SCC_IRE","PCG_Educ","SCG_Educ","PCG_father_educ","PCG_mother_educ","SCG_father_educ","SCG_mother_educ","Agreeable_W3_YP","Extravert_W3_YP","Openness_W3_YP","Emo_Stability_W3_YP","Conscientious_W3_YP","Agreeable_W2_PCG","Extravert_W2_PCG","Openness_W2_PCG","Emo_Stability_W2_PCG","Conscientious_W2_PCG","Agreeable_W3_PCG","Extravert_W3_PCG","Openness_W3_PCG","Emo_Stability_W3_PCG","Conscientious_W3_PCG","Agreeable_W3_SCG","Extravert_W3_SCG","Openness_W3_SCG","Emo_Stability_W3_SCG","Conscientious_W3_SCG","English","Maths","Irish","History","French","Spanish","German","Arts_Craft_Design","Music","Home_Econ","Metalwork","Mater_Tech","Technology","Tech_Graphs","Business","Religious_Ed","CSPE","Science","Geography","Discussed_exams","Discussed_friends","Discussed_future","Discussed_teachers","Discussed_workload","Discussed_subjects","PCG_future_educ","SCG_future_educ","DEIS_binary","Progress_to_HEI","School_Type","Grinds"
"82",121000,1,1,1,1,1,1,4,4,2,2,2,1,5.5,5,6.5,7,5,2.5,5.5,2.5,1.5,1,6.5,6,7,6.5,4,6,6.5,6.5,6,4.5,4,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,3,5,5,5,5,5,5,5,6,NA,NA,NA,1
"83",123000,1,1,1,NA,1,1,3,NA,1,2,NA,NA,7,5,6.5,2,3,5,3,2.5,1,4,5,4.5,4.5,4.5,3.5,NA,NA,NA,NA,NA,3,3,4,NA,3,NA,NA,NA,NA,NA,3,3,NA,2,NA,NA,3,4,3,4,4,5,4,4,4,5,NA,0,4,4,2
"84",124000,1,1,1,1,1,1,3,3,2,2,2,2,5.5,6,5,4.5,4.5,7,7,5,1,0.5,6,6,5.5,4,1.5,7,7,4,5.5,4,2,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,3,5,5,5,5,5,5,6,6,0,4,2,1
"85",125000,1,1,1,1,1,1,3,3,4,2,2,2,7,7,7,6.5,5,2.5,3,3,3,2,4,5.5,5,6,2,3,4,4,2,3,4,3,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,3,4,4,2,2,3,4,4,4,1,1,NA,NA,NA,2
"86",126000,1,1,1,1,1,1,6,6,2,2,3,4,1.5,5.5,3.5,4.5,6,5,3.5,6.5,3,7,6,4,5,6.5,6,6.5,6.5,4,6.5,6.5,5,5,4,5,5,NA,2,2,NA,NA,NA,NA,NA,NA,4,3,3,5,4,5,3,4,3,4,5,6,6,0,6,1,1
"87",128000,1,1,1,NA,1,1,3,NA,NA,1,NA,NA,5,4.5,4.5,4.5,6,6.5,5,7,7,7,5.5,6,6,5,6,NA,NA,NA,NA,NA,4,3,4,3,3,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,3,4,5,3,3,3,5,5,5,4,NA,0,4,2,2
"88",129000,1,1,1,NA,1,1,3,NA,3,2,NA,NA,3,4.5,4.5,6,5,7,1,2,3.5,4.5,7,3.5,6.5,7,5.5,NA,NA,NA,NA,NA,4,4,4,4,2,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,3,3,3,5,5,5,5,5,5,6,NA,0,4,2,1
"89",130000,1,1,1,1,1,1,6,5,NA,3,2,NA,4,3,4.5,3.5,5.5,7,4,3.5,7,3.5,4.5,3,4.5,3,5,2.5,1.5,4,2,5.5,3,5,3,3,2,NA,2,2,NA,NA,NA,NA,NA,NA,3,2,4,5,5,2,3,3,3,2,3,6,5,0,6,1,1
"90",131000,1,1,1,NA,1,1,4,NA,1,4,NA,NA,4,6.5,5,4,6,6.5,6.5,6.5,0.5,1,7,5.5,6,6,6.5,NA,NA,NA,NA,NA,4,3,4,NA,3,NA,NA,NA,NA,1,3,NA,NA,NA,2,NA,3,3,4,2,1,3,2,2,3,5,NA,1,1,3,2
"91",132000,1,1,1,NA,1,1,6,NA,4,4,NA,NA,4,5,6,3.5,2.5,3,2.5,3,3,4,4,2,6,2,2.5,NA,NA,NA,NA,NA,4,2,3,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,2,3,4,4,3,4,4,4,4,4,5,6,NA,NA,NA,NA,2
"92",133000,1,1,1,1,1,1,4,3,2,2,1,1,6,4.5,6,5,6,7,3,5,3,1,6.5,2,3,4,5,4.5,2.5,2,4.5,5,3,4,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,2,3,4,4,4,4,5,5,5,5,5,5,6,6,0,5,5,2
"93",134000,1,1,0,0,0,0,5,5,4,1,1,1,4,2,6.5,3,6,5,1,4,1.5,1.5,7,2,6,5,6.5,7,3,7,7,7,4,3,3,4,2,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,3,4,3,5,5,4,3,1,1,5,5,0,6,2,2
"94",135000,1,1,1,NA,1,1,3,NA,3,1,NA,NA,6,1.5,6.5,6,5.5,7,0.5,7,7,3,6.5,2,7,6.5,6,NA,NA,NA,NA,NA,3,4,2,4,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,3,4,3,3,1,2,1,1,4,6,NA,0,5,5,1
"95",138000,1,1,1,0,1,1,5,5,4,1,3,2,4,4,4.5,5,3,1.5,1.5,1,3,2,6.5,4.5,3.5,7,6,6.5,6.5,5.5,4,3.5,2,2,4,3,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,3,3,5,5,5,5,5,5,6,5,0,5,1,1
"96",140000,1,1,0,NA,1,1,3,NA,2,1,NA,NA,4.5,7,7,7,7,3,7,6.5,2.5,5,6.5,4,6,5,3,NA,NA,NA,NA,NA,4,4,2,4,4,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,3,3,3,4,3,4,4,4,5,5,NA,0,5,4,2
"97",143000,1,1,1,1,1,1,3,5,2,1,3,2,3.5,3.5,5,5.5,5.5,7,4.5,6.5,7,5,7,5.5,7,7,7,7,4,4.5,7,7,5,4,4,5,NA,NA,2,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,2,2,2,2,3,3,6,6,0,5,2,2
"98",144000,1,1,0,0,0,0,6,6,4,4,3,4,4.5,5.5,5.5,5.5,5,5,3,3.5,6,2.5,5,6,6.5,6.5,5.5,4.5,4,6.5,6.5,2.5,2,1,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,4,5,4,5,4,5,5,5,0,3,2,1
"99",146000,1,1,1,1,1,1,3,2,1,1,2,1,5.5,2.5,7,7,7,7,7,6.5,7,7,7,3.5,4.5,6,7,6,2,4.5,6.5,6.5,2,3,4,3,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,2,3,3,5,5,5,5,5,4,5,5,0,6,2,2
"100",147000,1,1,1,NA,1,1,5,NA,3,4,NA,NA,3.5,3.5,6,5.5,6,7,5.5,4,5,3,6,4,4.5,6.5,3,NA,NA,NA,NA,NA,2,5,4,4,2,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,3,3,2,2,5,4,3,5,4,5,NA,0,6,2,2
"101",148000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,3.5,3.5,4,6,4.5,3.5,3,5,4,0.5,6.5,3.5,5,6.5,4,NA,NA,NA,NA,NA,3,2,3,5,NA,NA,2,NA,NA,3,NA,NA,NA,NA,3,3,4,3,4,3,5,5,3,5,4,5,NA,0,4,5,1
"102",151000,1,1,0,1,1,1,3,4,4,3,2,2,4,5,6,5,4.5,6.5,7,7,3,3,5.5,5.5,7,3.5,5,4.5,4.5,6.5,6.5,4.5,3,4,3,4,3,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,3,3,3,4,4,4,5,4,5,5,5,0,4,4,1
"103",152000,1,1,1,NA,1,1,5,4,2,1,NA,NA,6,4.5,6.5,7,3.5,3,2.5,5,5.5,1,7,6.5,5,6.5,4,3.5,7,5.5,7,4.5,4,4,3,4,NA,NA,2,NA,NA,NA,NA,3,NA,NA,3,NA,3,3,4,4,3,4,1,4,4,5,5,0,6,4,2
"104",154000,1,1,1,NA,1,1,5,NA,3,2,NA,NA,6.5,2.5,2.5,7,5,6,3.5,5,4,1,7,2,4,6,3.5,NA,NA,NA,NA,NA,3,2,4,4,NA,2,NA,NA,NA,NA,NA,2,NA,3,NA,NA,2,2,3,2,2,2,2,3,3,5,NA,0,5,1,2
"105",155000,1,1,1,NA,1,1,1,2,1,1,1,1,4.5,3,5.5,7,4.5,4,5,3,4,4.5,6,6,3.5,5.5,4.5,7,4,5,6,4.5,4,3,4,2,NA,NA,NA,2,NA,NA,3,3,NA,NA,NA,NA,2,4,3,5,5,4,4,4,5,6,3,1,3,3,2
"106",157000,1,1,0,NA,1,1,2,NA,1,NA,NA,NA,5,4,6,5,6,4,1.5,6,3,4.5,4,5,5.5,4.5,5,NA,NA,NA,NA,NA,5,2,4,2,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,2,2,3,2,4,2,4,4,4,4,5,NA,0,5,5,1
"107",158000,1,1,1,NA,1,1,4,NA,1,NA,NA,NA,5,4.5,5,7,5.5,2,7,3.5,4,1.5,4,7,7,6.5,4,NA,NA,NA,NA,NA,4,4,NA,5,NA,NA,2,NA,NA,NA,4,3,NA,NA,2,3,3,NA,4,5,5,5,5,5,5,5,NA,0,5,5,2
"108",159000,1,1,1,0,1,1,5,3,4,4,NA,3,5,4.5,6,6,5,6.5,6.5,6.5,3.5,2.5,6,5,6.5,6.5,7,7,6.5,7,6.5,7,4,5,4,4,NA,NA,4,NA,3,NA,NA,NA,NA,4,3,NA,4,5,5,5,4,4,3,3,5,6,6,NA,NA,NA,1
"109",162000,1,1,1,NA,1,1,3,NA,4,4,NA,NA,3,5.5,7,6.5,5.5,5.5,1,3.5,4.5,3,6,7,7,6,4.5,NA,NA,NA,NA,NA,2,2,4,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,4,4,4,1,2,2,4,4,5,NA,NA,NA,NA,2
"110",165000,1,1,1,NA,0,1,5,NA,3,2,NA,NA,4,5,5,1.5,6,5,6.5,1.5,1,5.5,4.5,4.5,3.5,3.5,1.5,NA,NA,NA,NA,NA,1,1,4,2,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,3,2,2,2,4,5,4,4,5,4,NA,1,4,NA,2
"111",166000,1,1,1,NA,1,1,3,NA,1,3,NA,NA,4.5,4.5,6.5,4.5,6.5,7,3,7,1,7,4,1.5,6.5,4,7,NA,NA,NA,NA,NA,4,4,3,5,NA,3,NA,3,NA,NA,NA,NA,NA,NA,3,NA,4,4,4,5,1,5,5,5,5,5,NA,0,6,5,2
"112",167000,1,1,1,NA,1,1,3,NA,4,4,NA,NA,4.5,7,7,4.5,6,6,7,4.5,3.5,3,5.5,7,5.5,6,4.5,NA,NA,NA,NA,NA,3,3,4,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,3,3,2,NA,3,3,4,5,5,5,4,NA,1,4,4,2
"113",168000,1,1,1,1,1,1,4,6,1,2,4,4,2.5,2.5,4.5,5.5,4.5,6,3,1.5,7,1.5,6,1.5,4,7,4,6,2.5,4.5,6.5,4,3,3,3,4,3,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,5,4,3,3,4,4,4,4,6,6,NA,NA,NA,1
"114",175000,1,1,1,NA,1,1,3,NA,1,1,NA,NA,5.5,4.5,5.5,5,5,7,3,3,4,7,7,3.5,5.5,4.5,7,NA,NA,NA,NA,NA,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,4,3,3,4,4,4,4,5,5,5,NA,0,4,4,2
"115",176000,1,1,0,0,1,1,4,4,1,1,1,1,6,5,3.5,5,5,6.5,1.5,2.5,3.5,3.5,5.5,3,5,6.5,5,6.5,7,7,6.5,4.5,3,4,4,3,NA,4,NA,NA,NA,NA,NA,NA,NA,3,1,NA,3,NA,4,4,3,4,5,5,4,1,1,NA,NA,NA,1
"116",177000,1,1,1,1,1,1,5,5,1,1,1,1,1.5,6,5.5,6.5,6.5,6,0.5,5,7,7,4.5,3,5,7,6,5,6,6,6.5,4,3,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,4,5,5,5,5,5,5,1,1,NA,NA,NA,1
"117",178000,1,1,0,NA,1,1,5,NA,2,1,NA,NA,1.5,7,5.5,4,1.5,5,2.5,3,1.5,1.5,4.5,4,6,5.5,4.5,NA,NA,NA,NA,NA,3,4,4,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,NA,5,5,5,4,5,5,5,NA,0,6,2,2
"118",179000,1,1,1,1,1,1,1,3,1,1,1,1,4.5,6.5,7,7,6,5,5,3.5,3,2.5,6,5,7,6,5.5,6,6.5,3,6.5,4,4,4,3,5,NA,2,NA,3,NA,NA,NA,3,NA,NA,NA,NA,3,4,5,4,3,5,4,5,5,6,5,0,6,5,1
"119",180000,1,1,1,NA,1,1,2,NA,1,1,NA,NA,4.5,4,5.5,3.5,4.5,7,3.5,7,7,2.5,4.5,4.5,6,4.5,4.5,NA,NA,NA,NA,NA,4,4,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,2
"120",184000,1,1,1,1,1,1,3,6,3,3,4,2,3.5,6,6,6.5,5,5.5,4.5,5,3.5,3,3.5,4,5,2.5,4,3,3.5,4.5,3.5,3,3,2,5,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,4,4,4,5,4,5,3,2,5,6,6,0,6,2,2
"121",190000,1,1,0,1,1,1,3,4,1,1,1,1,3.5,6.5,5.5,6,6.5,7,7,6,5,7,7,7,7,7,7,4,7,4.5,7,4.5,4,2,3,1,NA,1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,3,3,3,5,3,5,5,5,4,5,5,0,3,2,2
"122",191000,1,1,1,NA,1,1,3,NA,1,3,NA,NA,4.5,3.5,5.5,5.5,5,3.5,5,3.5,5.5,5.5,6.5,4.5,6.5,6.5,6,NA,NA,NA,NA,NA,4,4,3,4,NA,3,NA,NA,NA,NA,NA,NA,3,NA,3,NA,4,4,3,4,3,3,5,5,5,5,NA,0,3,2,2
"123",193000,1,1,1,NA,1,1,6,NA,3,4,NA,NA,3.5,6,6.5,4,6,7,2.5,5.5,6.5,7,6,4.5,6.5,5.5,6.5,NA,NA,NA,NA,NA,4,4,5,5,NA,NA,4,NA,NA,NA,NA,4,NA,NA,3,4,3,5,5,4,4,5,2,5,5,6,NA,0,3,2,2
"124",194000,1,1,1,NA,1,1,2,NA,1,1,NA,NA,4.5,5,6.5,7,6.5,4,1.5,3.5,4,5.5,4,5.5,6.5,5.5,7,NA,NA,NA,NA,NA,4,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,3,3,3,4,4,2,3,2,4,5,NA,NA,NA,NA,2
"125",195000,1,1,1,1,1,1,4,5,4,4,2,1,4,5,6,6,7,3.5,2.5,2.5,3.5,1.5,6,6,6.5,6,6.5,5.5,6,5,6,4,2,3,3,4,4,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,3,3,4,4,4,4,4,4,4,6,6,NA,NA,NA,2
"126",2e+05,1,1,0,1,1,1,4,3,1,3,1,2,4.5,3,6,6,4,3.5,4,5.5,6.5,2,7,4.5,6.5,7,5,5.5,3.5,6.5,6,6,3,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,3,NA,3,2,4,4,4,4,4,4,4,5,5,6,6,0,3,2,1
"127",201000,1,1,1,1,1,1,3,4,1,3,1,3,4.5,6,5.5,6,7,7,3,6,3.5,3,7,5,7,5,7,6,5,6,5,7,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,4,4,5,5,5,5,5,5,6,6,0,3,2,1
"128",202000,1,1,1,NA,1,1,6,NA,1,1,NA,NA,6,4,5.5,3,6,1.5,6,2.5,5.5,1.5,7,4,5,4.5,6.5,NA,NA,NA,NA,NA,3,3,3,4,3,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,5,4,4,4,4,5,NA,0,5,1,1
"129",204000,1,1,1,NA,1,1,3,NA,4,4,NA,NA,4,2,6.5,2,4.5,1.5,2.5,5.5,4,2.5,4.5,3.5,3.5,1.5,2,NA,NA,NA,NA,NA,2,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,3,4,3,4,5,NA,NA,NA,NA,1
"130",205000,1,1,1,1,1,1,3,3,4,3,1,1,4.5,1.5,3,5.5,2,3.5,2.5,4,6,5,5,3,4,5.5,5,6,1.5,4,6.5,5,3,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,3,4,4,4,4,4,4,6,5,NA,NA,NA,2
"131",206000,1,1,0,1,1,1,6,6,4,4,4,4,3.5,2,6,5.5,7,3.5,2,6,5,7,6.5,3.5,5,5.5,5,6.5,4.5,5.5,4.5,4,4,5,5,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,4,3,5,5,4,4,4,4,5,5,6,6,0,6,2,1
"132",207000,1,1,1,NA,1,1,6,NA,4,4,NA,NA,5.5,5,5.5,3.5,6.5,7,5,7,7,7,7,5,6,5,7,NA,NA,NA,NA,NA,5,4,5,5,NA,4,NA,2,NA,NA,NA,4,NA,NA,NA,4,4,5,4,3,3,3,3,5,4,6,NA,0,6,4,1
"133",208000,1,1,1,NA,1,1,5,NA,4,2,NA,NA,2.5,6.5,5,4.5,3.5,1,3,7,4,6,3.5,6.5,7,4.5,5,NA,NA,NA,NA,NA,2,4,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,4,4,4,4,4,4,4,4,6,NA,0,1,5,2
"134",212000,1,1,1,1,0,1,6,5,NA,NA,3,2,3.5,5,5.5,4,4,4.5,5,6.5,5,4.5,4,4,5,4,5,4,4,5,3,4.5,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,4,4,3,4,5,5,4,5,6,0,6,1,2
"135",213000,1,1,1,1,1,0,3,4,2,2,3,2,5,4.5,5.5,5.5,4.5,5,4,4.5,3.5,1,5.5,6,5.5,6.5,4,5.5,6.5,5,5,5,2,2,3,4,NA,2,NA,NA,NA,NA,NA,2,3,NA,NA,3,4,3,4,3,4,5,5,5,5,5,5,0,2,4,1
"136",214000,1,1,0,NA,0,0,6,NA,4,4,NA,NA,5,3.5,6,5.5,5,3.5,3.5,7,7,3.5,7,4,6.5,6,4.5,NA,NA,NA,NA,NA,4,4,3,4,5,NA,NA,2,4,NA,NA,NA,3,NA,NA,NA,2,4,3,5,5,5,5,5,5,6,NA,NA,NA,NA,2
"137",215000,1,1,1,0,1,1,3,4,3,2,3,3,3.5,4,5.5,5,4,7,1,4,1,3,5.5,3.5,4,5.5,3.5,5,2,3,3,3.5,3,4,1,4,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,NA,2,NA,3,5,3,4,3,4,4,4,1,NA,NA,NA,2
"138",216000,1,1,1,1,1,1,5,5,1,4,4,3,3.5,4,5,7,4.5,3.5,3,2.5,4.5,3.5,4,3.5,3,4.5,2.5,3,3.5,3,5.5,4.5,3,3,4,4,NA,1,NA,NA,NA,3,NA,NA,NA,NA,2,2,2,4,3,4,3,4,3,5,2,6,6,0,2,4,1
"139",217000,1,1,0,NA,1,1,2,NA,3,3,NA,NA,5.5,6.5,5.5,5.5,6,5,1.5,3.5,2,4.5,7,2,7,3,3.5,NA,NA,NA,NA,NA,3,4,3,3,NA,1,NA,NA,NA,NA,NA,1,NA,3,4,NA,4,NA,2,2,3,4,4,4,5,5,NA,NA,NA,NA,2
"140",218000,1,1,0,NA,1,1,3,4,2,1,3,2,3,7,7,3.5,3.5,4,5.5,4,3.5,3,7,5.5,6.5,6.5,7,5,3.5,4.5,3.5,1.5,4,3,2,4,3,NA,NA,NA,2,NA,NA,2,NA,NA,NA,2,4,3,3,4,4,4,4,4,4,5,5,0,2,4,2
"141",219000,1,1,1,NA,1,1,4,NA,4,4,NA,NA,4,7,7,6.5,4.5,5.5,7,3.5,6,3.5,7,6.5,5.5,7,5.5,NA,NA,NA,NA,NA,3,4,4,4,1,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,0,5,3,1
"142",223000,1,1,1,NA,1,1,6,NA,1,1,NA,NA,6.5,3,4.5,4.5,4,3,3.5,3,3.5,3,5.5,4.5,6.5,6.5,4.5,NA,NA,NA,NA,NA,3,2,4,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,3,5,2,5,3,4,3,NA,NA,0,4,3,2
"143",224000,1,1,1,1,1,1,2,3,3,1,1,2,5.5,3.5,4.5,6,5.5,3,3,5.5,2,4.5,6.5,3,4.5,6,3.5,7,2.5,3.5,6.5,6.5,3,3,1,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,4,4,4,4,4,4,4,4,0,4,3,1
"144",226000,NA,NA,1,NA,1,1,2,NA,1,1,NA,NA,5.5,4,3,4,6.5,5.5,1.5,2,3,1.5,7,2,2,2.5,5,NA,NA,NA,NA,NA,3,3,3,2,3,NA,NA,NA,NA,NA,NA,2,NA,NA,1,3,3,3,2,5,3,5,5,5,5,NA,NA,0,4,4,2
"145",227000,1,1,1,1,1,1,3,3,3,3,1,3,3.5,5.5,5.5,3.5,3.5,1.5,3,3.5,2,2,5,3.5,4.5,6.5,5,6,4.5,4.5,5,6.5,3,4,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,NA,3,2,2,4,4,4,5,5,0,6,1,2
"146",228000,1,1,1,1,1,1,4,3,4,3,3,3,6,4,4.5,6,6,5.5,2,4,7,7,4.5,3,5.5,7,7,7,4,6,6.5,6.5,5,5,4,5,NA,3,NA,4,NA,NA,NA,NA,NA,NA,4,4,3,5,4,3,4,3,2,2,3,6,6,0,6,1,2
"147",229000,1,1,0,NA,1,1,3,NA,1,1,NA,NA,5,3.5,6,3.5,5,6,4,3,1.5,5.5,3.5,2.5,4,2,4.5,NA,NA,NA,NA,NA,3,2,NA,4,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,2,1,2,3,4,5,4,4,4,2,4,NA,0,4,5,2
"148",231000,1,1,1,1,1,1,6,5,4,2,2,3,3.5,6.5,4.5,4,5,1.5,3.5,4,3,3,6.5,6.5,5,7,2.5,4,4,5.5,5.5,2,5,2,4,3,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,4,NA,3,3,4,3,4,3,4,4,6,5,0,6,1,1
"149",232000,1,1,1,NA,1,1,4,NA,4,4,NA,NA,3.5,5.5,4.5,2.5,7,1.5,6.5,1.5,3,3,3,4.5,3.5,5.5,5,NA,NA,NA,NA,NA,4,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,4,4,3,4,4,4,4,6,NA,0,6,1,1
"150",234000,1,1,1,1,1,1,5,2,1,2,3,2,7,5,2.5,3,5.5,7,4.5,7,6,6,6.5,4.5,5,4,4,6,4.5,5,5,5.5,4,3,4,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,3,3,5,4,3,3,5,6,5,0,6,2,1
"151",235000,1,1,1,1,1,1,2,2,1,1,NA,NA,1,5,5.5,2.5,5.5,7,3.5,7,7,7,5,6.5,7,4.5,7,4.5,5.5,5.5,4.5,7,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,5,5,5,5,5,5,5,5,0,6,2,2
"152",237000,1,1,1,NA,1,1,3,NA,1,2,NA,NA,2.5,5,3.5,4,6,5.5,1,7,4,7,5,4.5,5.5,4.5,1.5,NA,NA,NA,NA,NA,4,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,4,4,3,3,4,5,4,4,5,6,NA,0,5,2,2
"153",238000,1,1,1,NA,1,1,4,NA,4,4,NA,NA,5.5,2.5,5,3,4,3,1.5,6,1.5,1,3,1,1.5,2,1.5,NA,NA,NA,NA,NA,3,2,NA,2,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,3,3,3,3,3,2,3,3,2,2,5,NA,1,1,2,1
"154",240000,1,1,0,NA,0,0,4,NA,3,3,NA,NA,6,3.5,6,7,2,3.5,4,6,3.5,3.5,6,5,5,5,5,NA,NA,NA,NA,NA,2,5,3,2,NA,NA,4,2,NA,NA,NA,4,NA,3,NA,NA,3,4,4,4,5,5,4,4,4,5,NA,0,5,2,2
"155",242000,1,1,1,1,1,1,5,3,2,2,3,3,3.5,2.5,3,5.5,5.5,7,3.5,7,7,7,6.5,6.5,6.5,6.5,6,4,4,4,6,7,4,5,3,3,4,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,4,5,5,2,2,2,2,2,2,6,6,0,4,2,2
"156",243000,1,1,0,1,1,1,6,3,2,2,1,1,4.5,5,6,5,4,7,7,7,7,7,6,4,7,6,5.5,7,5,6.5,6.5,6,3,4,4,3,3,NA,NA,2,3,NA,NA,NA,NA,NA,3,NA,2,3,4,4,3,4,3,4,4,6,6,0,2,2,1
"157",244000,1,1,1,NA,1,1,5,NA,3,2,NA,NA,4.5,3.5,4.5,3.5,5.5,6,6,6.5,5,1,7,5.5,7,6,6,NA,NA,NA,NA,NA,2,3,3,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,5,3,5,4,4,6,NA,0,2,2,2
"158",246000,NA,NA,0,NA,0,0,5,NA,3,1,NA,NA,3,4.5,6,5.5,6.5,7,3.5,5.5,1.5,6.5,7,7,7,7,7,NA,NA,NA,NA,NA,2,4,3,4,1,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,3,4,4,4,2,3,4,4,4,6,NA,0,3,5,2
"159",248000,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,5,6,5.5,6,6.5,7,2,6.5,6.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,1
"160",249000,1,1,1,1,1,1,3,3,NA,NA,1,2,5,4,3.5,3,2.5,6,1.5,4.5,4.5,1.5,5,3.5,4,4,4,5.5,4.5,4,5.5,5.5,3,3,5,3,2,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,2,2,3,5,4,3,4,5,5,5,5,NA,NA,NA,2
"161",250000,1,1,1,1,1,1,2,4,1,1,1,1,5,5.5,4.5,6,5.5,3.5,6.5,3.5,3.5,3.5,7,7,4,7,7,7,7,6.5,7,7,4,3,2,4,4,NA,NA,NA,2,NA,NA,2,NA,NA,2,2,3,4,3,4,2,4,5,5,5,6,5,1,5,5,1
"162",251000,1,1,1,1,1,1,6,2,1,4,2,2,5.5,6.5,6,6,6,1,2.5,6,4,3,5,6.5,6,3.5,4.5,5.5,6,6,4.5,4.5,2,3,2,3,2,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1
"163",252000,1,1,1,1,1,1,1,4,1,1,1,2,5.5,1.5,5.5,3.5,4,7,0.5,3.5,7,3.5,7,3,5,7,6.5,5.5,3.5,4,3,2.5,3,1,3,5,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,2,3,4,4,5,5,5,5,4,NA,5,NA,NA,NA,2
