"ID","Gender_MF","Gender","PCG_IRE","SCG_IRE","SCB_IRE","SCC_IRE","PCG_Educ","SCG_Educ","PCG_father_educ","PCG_mother_educ","SCG_father_educ","SCG_mother_educ","Agreeable_W3_YP","Extravert_W3_YP","Openness_W3_YP","Emo_Stability_W3_YP","Conscientious_W3_YP","Agreeable_W2_PCG","Extravert_W2_PCG","Openness_W2_PCG","Emo_Stability_W2_PCG","Conscientious_W2_PCG","Agreeable_W3_PCG","Extravert_W3_PCG","Openness_W3_PCG","Emo_Stability_W3_PCG","Conscientious_W3_PCG","Agreeable_W3_SCG","Extravert_W3_SCG","Openness_W3_SCG","Emo_Stability_W3_SCG","Conscientious_W3_SCG","English","Maths","Irish","History","French","Spanish","German","Arts_Craft_Design","Music","Home_Econ","Metalwork","Mater_Tech","Technology","Tech_Graphs","Business","Religious_Ed","CSPE","Science","Geography","Discussed_exams","Discussed_friends","Discussed_future","Discussed_teachers","Discussed_workload","Discussed_subjects","PCG_future_educ","SCG_future_educ","DEIS_binary","Progress_to_HEI","School_Type","Grinds","Gender_MF_2","History_Grade","English_Grade","Maths_Grade","Irish_Grade","PH_beha_W1","PH_intell_W1","PH_phys_W1","PH_free_anx_W1","PH_pop_W1","PH_happi_W1","PH_beha_W2","PH_intell_W2","PH_phys_W2","PH_free_anx_W2","PH_pop_W2","PH_happi_W2","TC_reading","TC_writing","TC_comprehension","TC_maths","TC_imagin_creat","TC_oral_comm","TC_prob_solving","Discussed_subjects_PCG","Discussed_workload_PCG","Discussed_teachers_PCG","Discussed_future_PCG","Discussed_friends_PCG","Discussed_exams_PCG","Discussed_subjects_YP","Discussed_workload_YP","Discussed_teachers_YP","Discussed_future_YP","Discussed_friends_YP","Discussed_exams_YP"
7158000,2,0,1,NA,1,1,5,NA,1,3,NA,NA,4.5,5,6.5,6.5,7,7,3.5,3.5,6.5,7,7,6,7,6.5,7,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,NA,2,3,NA,NA,NA,NA,NA,3,3,3,3,4,2,2,3,4,4,5,NA,0,4,2,2,"Female","C","C","C","C",12,10,8,10,8,10,14,15,11,12,11,10,2,3,2,2,2,2,2,4,4,3,2,2,4,4,2,4,4,2,5
7159000,2,0,1,1,1,1,3,3,1,1,1,1,4.5,7,7,6.5,6.5,3,3,4,2.5,1.5,3.5,5,5,4,4.5,5,5,4.5,4,4,4,3,NA,5,NA,NA,NA,NA,NA,2,3,NA,NA,NA,2,3,2,4,3,4,2,4,4,5,2,1,1,NA,NA,NA,1,"Female","A","B","C",NA,10,10,8,7,10,7,13,10,9,12,10,10,1,1,1,1,1,2,1,2,5,4,4,2,4,2,4,1,3,2,2
7162000,2,0,1,NA,1,1,6,NA,4,4,NA,NA,4,6,6,6,5.5,3.5,3.5,3,3.5,7,6,6,6,6.5,6,NA,NA,NA,NA,NA,3,2,4,4,4,NA,NA,2,3,NA,NA,NA,NA,NA,NA,3,3,4,4,2,1,2,3,3,3,6,NA,0,6,1,2,"Female","B","C","D","B",13,15,9,14,10,10,14,14,11,12,11,10,3,3,3,3,3,3,3,3,3,3,2,1,2,4,4,5,3,2,4
7163000,NA,NA,1,1,1,1,3,1,3,2,1,1,7,4.5,7,4.5,5.5,7,2.5,6,1,7,7,6.5,6.5,4,7,7,6.5,4,5,5.5,3,4,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,2,5,4,4,4,4,6,5,0,5,2,2,NA,"D","C","B",NA,13,11,8,6,11,9,14,9,9,8,10,7,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,5,2,5,4,4,4,4,4
7164000,NA,NA,1,NA,1,1,5,NA,4,3,NA,NA,6.5,6,5,4.5,2.5,7,7,3.5,7,5,7,7,6,7,4.5,NA,NA,NA,NA,NA,5,4,4,3,4,NA,NA,NA,NA,3,NA,NA,NA,NA,4,3,3,4,4,4,2,2,3,4,4,6,NA,0,6,1,1,NA,"C","A","B","B",14,12,10,12,11,10,13,9,8,9,12,10,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,2,4,4,4,4,2,2,3
7165000,2,0,1,1,1,1,3,3,1,1,2,3,5.5,2.5,5,2.5,5,7,3.5,6,3.5,5,7,5,5.5,4.5,4,7,3,6,4,3.5,2,1,2,2,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2,2,1,NA,3,4,5,4,5,4,3,3,0,4,2,2,"Female","D","D","E or lower","D",13,11,NA,10,8,9,13,6,1,7,5,8,3,2,3,1,2,2,2,4,5,4,5,4,3,4,5,3,3,2,1
7167000,2,0,1,0,0,1,4,3,1,2,1,4,4.5,2.5,5.5,3.5,6,3,2.5,2.5,3,3,4,3.5,4.5,3.5,5,5.5,6.5,6.5,4.5,6.5,5,5,5,5,5,NA,NA,NA,3,4,NA,NA,NA,NA,NA,3,4,4,5,3,4,5,4,5,4,6,6,0,4,2,2,"Female","A","A","A","A",14,15,8,14,11,10,13,15,9,12,10,10,3,3,3,3,3,3,3,4,5,4,5,4,3,3,4,4,3,2,5
7168000,2,0,1,1,1,1,4,2,1,2,NA,1,5.5,6,6,3.5,5.5,7,6.5,7,4,3.5,7,7,6.5,4.5,5,4,6,6.5,5,5,3,2,3,2,4,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,2,3,3,4,4,5,5,4,5,5,6,NA,NA,NA,2,"Female","D","C","D","C",11,10,6,8,6,8,14,16,10,13,11,10,3,3,3,3,3,3,3,5,4,5,5,4,4,4,4,2,3,3,3
7169000,2,0,1,1,1,1,6,3,1,2,1,1,4,3.5,7,3,5,7,4.5,3.5,5,6.5,7,2,5,2,4.5,7,2.5,6,3,3.5,4,5,4,4,NA,NA,4,3,NA,3,NA,NA,NA,NA,NA,3,4,4,5,3,4,3,3,4,4,5,4,NA,NA,NA,1,"Female","B","B","A","B",NA,NA,NA,NA,NA,NA,13,13,7,14,11,9,3,3,3,3,3,3,3,4,4,3,3,4,3,5,4,5,3,5,4
7171000,2,0,1,NA,1,1,5,NA,3,3,NA,NA,4.5,3,5,5,6,1,4,4.5,1.5,2,6,3.5,5,4,6.5,NA,NA,NA,NA,NA,4,4,4,4,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,4,4,NA,2,2,3,3,3,2,5,NA,0,5,3,2,"Female","B","B","B","B",14,9,6,8,10,9,14,13,7,12,9,10,1,2,1,2,3,2,2,2,3,3,3,2,2,5,5,3,4,3,4
7172000,2,0,1,NA,1,1,5,NA,3,3,NA,NA,4.5,4.5,6.5,2.5,5,6.5,1.5,5,5,3,5,4,6,5.5,5,NA,NA,NA,NA,NA,2,5,4,2,2,NA,NA,2,NA,3,NA,NA,NA,NA,NA,2,4,3,3,4,4,5,4,4,2,5,NA,0,6,5,1,"Female","D","D","A","B",14,12,7,6,6,8,11,6,9,7,9,10,2,2,2,1,2,2,2,2,4,4,5,4,4,4,4,5,3,4,3
7173000,2,0,1,1,0,1,5,6,4,3,4,4,4,5.5,5.5,4.5,5.5,5,7,3.5,7,3.5,5,4,3.5,5.5,4.5,6.5,5.5,6,5.5,7,3,3,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,2,NA,4,3,4,1,3,1,5,5,5,6,0,6,1,1,"Female","C","C","C",NA,11,5,4,10,5,9,13,7,6,12,11,8,1,1,1,1,3,1,1,5,5,1,3,1,4,4,1,1,5,1,4
7175000,2,0,1,NA,1,1,3,NA,1,1,NA,NA,6.5,5.5,6,5.5,6,3,5,5.5,5,5.5,5,3.5,5.5,4,5.5,NA,NA,NA,NA,NA,3,4,4,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,3,NA,5,5,5,5,5,5,6,NA,0,NA,3,1,"Female","D","C","B","B",13,16,11,14,11,10,14,12,11,8,11,9,2,2,2,2,2,2,2,5,5,5,5,5,5,5,4,4,5,5,5
7177000,2,0,1,0,0,1,4,6,4,1,1,2,4,4,5.5,2,6,5,5.5,5.5,5.5,5.5,7,2.5,5.5,5,7,6,3,5.5,4.5,6.5,5,4,2,5,4,NA,NA,4,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,5,5,5,5,5,6,6,0,4,3,1,"Female","A","A","B","D",14,14,7,14,8,10,11,14,3,11,8,7,3,1,3,3,3,3,3,5,5,5,5,5,4,5,5,4,5,5,4
7178000,2,0,0,NA,1,1,3,NA,1,1,NA,NA,4,4,7,2,6.5,3.5,5.5,2.5,6,5.5,6.5,3.5,7,4.5,5,NA,NA,NA,NA,NA,2,3,3,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,5,NA,0,NA,4,2,"Female",NA,"D","C","C",14,12,8,7,6,9,14,14,11,14,12,10,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4
7179000,2,0,1,NA,1,1,4,NA,1,2,NA,NA,1.5,5,6,4.5,4,5,7,7,5,6,5,5.5,6,6,6,NA,NA,NA,NA,NA,4,2,3,2,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,2,3,3,3,5,5,3,1,3,4,NA,0,6,2,2,"Female","D","B","D","C",13,14,8,11,9,10,14,15,10,14,12,10,3,3,3,3,3,3,3,3,1,3,5,5,3,3,2,3,4,3,3
7180000,2,0,1,NA,1,1,2,NA,1,1,NA,NA,5.5,6,6,4.5,5,5,4.5,5.5,3,0.5,6,6,5,6,5,NA,NA,NA,NA,NA,4,2,3,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,3,3,4,2,1,5,2,2,4,5,NA,1,1,2,2,"Female","C","B","D","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,3,3,3,4,2,2,5,1,2,4,4,5,5,4,3
7181000,2,0,1,1,1,1,4,2,1,1,1,1,5,5.5,5,4.5,4.5,5.5,4,2,1.5,5,6.5,4.5,5,4.5,5,4,4,5,3,4,3,4,4,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,4,3,3,4,4,3,4,4,5,5,5,0,5,2,1,"Female","B","C","B","B",12,13,9,7,10,9,14,13,9,11,11,9,1,2,2,2,2,2,2,5,4,4,3,4,4,5,5,5,5,4,4
7182000,2,0,1,1,1,1,4,3,3,1,2,2,6,4,5.5,4.5,5,6.5,2.5,3,5,5,5,4.5,6.5,6.5,5,7,7,6.5,7,7,5,4,5,3,4,NA,NA,3,NA,4,NA,NA,NA,NA,NA,3,4,5,5,3,2,2,3,4,4,6,5,0,5,2,2,"Female","C","A","B","A",14,16,9,14,12,10,14,16,9,11,11,10,3,3,3,3,2,2,3,4,4,3,2,2,3,4,5,3,4,1,4
7183000,2,0,1,1,1,1,3,4,NA,1,NA,3,5,1.5,5.5,3.5,5,7,1.5,6,1.5,7,6.5,4,6.5,4.5,5,5.5,4.5,6,4,4.5,3,4,4,5,5,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,3,5,4,5,5,5,5,5,5,6,6,0,5,2,2,"Female","A","C","B","B",14,15,7,14,10,10,14,16,9,13,10,10,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,4,4,4,4
7184000,2,0,1,1,1,1,2,5,1,2,1,1,5.5,6.5,5.5,6.5,6.5,7,7,7,7,7,7,7,7,7,7,7,7,5.5,7,7,2,2,3,4,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,4,4,5,4,1,1,4,2,1,2,6,5,0,5,2,1,"Female","B","D","D","C",13,15,9,12,11,9,13,11,10,13,10,10,3,3,2,2,3,3,2,2,1,2,4,1,1,5,4,4,4,3,5
7185000,2,0,1,1,1,1,3,3,1,2,3,2,4.5,6,5.5,3,6.5,3.5,2.5,2.5,2,7,6.5,6.5,6.5,6.5,7,6.5,4.5,6.5,6,6.5,5,5,4,5,4,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,4,5,5,4,4,4,4,4,4,6,6,0,4,2,1,"Female","A","A","A","B",14,16,11,13,10,10,14,13,7,9,11,8,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5
7186000,2,0,1,1,1,1,4,4,1,2,1,4,4.5,6.5,7,3,5.5,7,5,7,4.5,5,4.5,7,7,3,5,7,5.5,7,4.5,7,4,4,3,5,4,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,2,3,4,4,4,4,4,4,4,6,5,0,4,2,1,"Female","A","B","B","C",13,12,6,9,7,8,13,16,4,11,9,7,2,3,3,3,3,3,2,4,4,4,4,4,4,3,4,4,5,5,5
7187000,2,0,1,1,1,1,4,4,2,1,1,1,4,4,6.5,6,6.5,7,1.5,2.5,5,4.5,6.5,2.5,6,5,7,6,5,6,4.5,7,4,4,3,5,NA,NA,2,3,NA,NA,NA,NA,NA,NA,3,3,3,3,4,5,4,3,5,5,5,5,5,NA,NA,NA,1,"Female","A","B","B","C",13,13,8,12,9,8,14,13,9,7,11,9,3,3,3,3,2,3,3,5,5,5,3,4,5,4,4,4,3,5,4
7188000,2,0,1,1,1,1,6,4,1,1,1,2,3,4,5.5,4,4,4,1.5,3.5,1.5,4.5,4,3.5,5,4,4.5,6,3.5,4,5.5,4,3,3,2,3,4,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,3,2,3,3,2,2,3,5,5,4,4,0,5,4,2,"Female","C","C","C","D",13,13,5,13,7,10,13,11,6,13,8,9,3,3,3,2,2,2,2,5,5,3,2,2,3,5,4,5,3,4,4
7189000,2,0,1,1,1,1,3,3,1,2,3,1,7,5,6.5,6.5,6,1,4.5,2,6,5.5,3.5,5,5.5,4,5.5,4,4.5,6.5,4.5,4,3,4,3,4,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,4,4,4,4,4,4,4,4,3,5,6,5,NA,NA,NA,1,"Female","B","C","B","C",14,14,9,14,11,10,14,14,9,13,11,10,3,3,3,3,2,2,2,5,3,4,4,4,4,4,4,4,2,1,4
7190000,2,0,0,1,1,1,5,5,2,4,2,3,5,6.5,6,5.5,6,1.5,6.5,6.5,3,1.5,4.5,6.5,6,6,4.5,3.5,7,7,3,4,5,3,5,3,4,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,4,3,4,2,3,3,2,2,6,6,0,6,2,1,"Female","C","A","C","A",14,13,9,13,12,10,14,13,8,14,11,10,3,3,3,3,3,3,3,2,2,3,3,2,4,4,3,2,3,1,4
7192000,2,0,1,NA,1,1,3,NA,1,1,NA,NA,4,5,5.5,3.5,5.5,4,1.5,5,5,3,3.5,4,4.5,2,3.5,NA,NA,NA,NA,NA,3,5,4,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,3,2,4,3,4,5,5,4,4,3,2,5,NA,0,5,4,2,"Female","C","C","A","B",10,10,6,2,1,3,14,8,4,11,10,7,2,2,2,2,3,2,2,2,3,4,4,5,5,1,1,2,2,2,3
7194000,2,0,1,1,1,1,3,3,1,1,1,1,5,5,5,3,5.5,6.5,4.5,5,2.5,3.5,5,5,5.5,3,4.5,6.5,6.5,4.5,4,5,3,4,4,3,2,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,3,4,4,2,3,3,4,5,5,6,NA,NA,NA,1,"Female","C","C","B","B",14,14,8,13,11,10,14,13,6,13,11,10,2,2,1,2,2,2,2,5,4,3,3,2,4,5,5,5,4,5,5
7196000,2,0,1,1,1,1,5,5,2,2,1,2,5.5,6.5,6.5,6,6.5,7,7,5,7,7,7,5.5,6.5,7,7,5.5,6,6,5,6.5,4,4,4,NA,4,NA,NA,NA,4,4,NA,NA,NA,NA,3,NA,3,4,NA,5,5,5,5,5,5,6,6,NA,NA,NA,1,"Female",NA,"B","B","B",14,14,9,8,9,10,14,13,8,13,11,9,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5
7197000,2,0,1,1,1,1,4,3,1,1,1,1,5.5,3.5,4.5,4,6,7,1,1.5,3,3.5,7,2,3,1,3,4.5,4,6,2,5,3,3,3,4,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,4,4,5,5,3,5,2,5,5,5,5,5,0,5,4,2,"Female","B","C","C","C",12,6,3,10,11,8,14,7,2,1,3,4,2,2,2,1,2,2,2,5,5,5,2,5,3,5,5,4,2,5,4
7199000,2,0,1,1,1,1,2,2,1,1,1,3,4,6,7,6,5,7,7,6.5,7,5,6,7,7,6.5,4.5,6.5,6,7,6,4.5,3,2,2,NA,2,NA,NA,4,NA,3,NA,NA,NA,2,NA,3,4,2,NA,3,1,4,2,5,4,5,5,0,NA,4,1,"Female",NA,"C","D","D",12,10,6,13,6,9,14,14,6,13,11,8,2,1,2,3,2,2,3,4,5,2,4,1,3,4,3,2,4,1,3
7200000,NA,NA,1,1,1,1,2,1,1,1,1,1,7,7,7,6,7,3,3.5,3,6.5,3,6.5,6.5,6.5,5,5.5,7,6,5,6,5,4,2,5,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,2,2,5,5,5,5,5,5,4,5,NA,NA,NA,2,NA,"C","B","D","A",14,14,8,12,11,7,12,12,9,10,10,9,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,4,4,4,3,5,5
7202000,2,0,1,1,1,1,3,2,1,1,3,1,3,5,6.5,3.5,7,5,5,3,2,3.5,3.5,6,6,1,7,3.5,3,4.5,3.5,5.5,3,2,4,3,2,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,1,3,1,3,3,3,4,5,5,6,5,0,4,NA,2,"Female","C","C","D","B",12,14,9,13,12,10,11,11,6,9,10,8,2,2,2,2,2,2,2,5,5,4,3,3,3,5,4,5,3,2,4
7203000,2,0,1,NA,1,1,3,NA,1,1,NA,NA,6.5,5.5,7,4,6.5,5,0.5,7,4.5,3,5.5,2.5,3.5,4,4,NA,NA,NA,NA,NA,4,2,3,3,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,4,1,NA,1,5,4,5,5,5,5,3,NA,1,1,3,2,"Female","C","B","D","C",11,15,9,11,9,10,12,14,10,12,11,9,1,2,1,1,2,1,1,5,5,5,5,4,5,4,4,2,2,3,3
7205000,2,0,1,1,1,1,3,3,3,3,2,2,5.5,4.5,6.5,5.5,5,3.5,2.5,6,4.5,3.5,5,5,6,4.5,3,4.5,6,6.5,5.5,3,3,4,4,3,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,4,2,2,4,4,4,4,4,4,5,4,0,4,NA,1,"Female","C","C","B","B",13,13,10,7,12,10,14,16,10,12,10,10,2,2,2,1,2,2,1,4,4,4,4,4,4,2,3,2,2,2,3
7207000,2,0,1,1,1,1,5,6,2,2,1,1,4.5,6,5.5,5,6,3.5,1.5,5,3,0.5,6,4,4,6,4,5,3,4.5,4,4.5,4,4,4,4,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,3,5,2,4,4,6,5,NA,NA,NA,1,"Female","B","B","B","B",14,16,9,14,12,10,13,15,7,12,10,7,2,3,2,2,3,2,2,4,4,2,5,3,5,5,1,3,5,3,5
7208000,NA,NA,1,NA,1,1,6,3,1,1,2,2,6,2.5,3.5,5.5,6,7,2.5,5.5,5,2,6.5,3,4,5,7,6.5,3,6,4,4.5,3,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,5,3,2,3,3,3,3,5,6,NA,NA,NA,1,NA,"B","C","B","C",10,11,5,10,5,4,14,7,5,9,8,8,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,3,3,3,3,4,3
7209000,2,0,1,1,1,1,6,5,4,1,4,1,6,2.5,6.5,6,6,6,6,5.5,6.5,7,6.5,4,6.5,6.5,7,7,5.5,7,7,6.5,4,4,4,5,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,3,5,5,3,2,4,1,3,3,6,6,NA,NA,NA,2,"Female","A","B","B","B",14,15,11,14,11,9,14,15,10,14,11,10,3,3,3,2,3,2,2,3,3,1,4,2,3,5,5,4,5,4,5
7210000,2,0,1,1,1,1,5,6,4,2,4,3,6.5,3.5,5,5,5.5,6.5,1.5,3,6.5,7,6.5,5,7,5.5,6,7,5,7,4.5,6.5,4,4,4,4,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,3,4,4,3,3,2,5,6,NA,NA,NA,1,"Female","B","B","B","B",14,16,10,14,11,10,14,16,9,11,11,10,2,1,2,3,3,3,3,2,3,3,4,4,3,3,4,2,2,4,4
7212000,2,0,1,1,1,1,3,3,2,3,2,2,5,4,6,3.5,5,4,2.5,5.5,5,3,6,3.5,4.5,3.5,2.5,7,3.5,6.5,4,4,4,2,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,2,4,4,4,4,4,4,6,6,0,2,2,2,"Female","D","B","D","C",13,16,11,10,10,10,14,13,8,9,10,8,3,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4
7213000,2,0,1,1,1,1,3,4,1,1,2,2,5.5,6,6.5,5.5,2,1.5,7,1.5,3,5,4.5,6.5,6,6.5,3.5,4,2,6.5,5.5,6.5,4,4,4,5,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,4,4,5,5,4,5,5,4,3,4,6,5,0,6,2,2,"Female","A","B","B","B",12,14,7,13,11,8,14,15,10,14,12,10,3,3,3,3,3,3,3,4,3,4,5,5,4,5,3,3,4,4,4
7214000,2,0,1,NA,1,1,3,NA,2,1,NA,NA,4,5.5,5.5,3,6,5,7,7,7,5.5,7,6,6.5,5,4.5,NA,NA,NA,NA,NA,4,2,2,3,2,NA,NA,1,NA,2,NA,NA,NA,NA,2,NA,3,NA,3,5,5,3,5,5,5,5,NA,1,1,4,1,"Female","C","B","D","D",12,15,11,13,10,10,11,12,7,11,9,9,2,3,2,3,2,3,2,5,5,5,3,5,5,5,5,4,4,3,5
7215000,2,0,1,1,1,1,3,3,2,1,1,2,5.5,4,6,3,6,2.5,5.5,3.5,5.5,6,6,4.5,6.5,6,6,5.5,6,6,6.5,7,5,5,5,5,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,3,5,5,4,4,4,3,4,4,6,5,0,4,2,2,"Female","A","A","A","A",10,15,7,6,9,8,14,16,9,12,10,9,3,3,3,3,3,3,3,4,4,3,4,4,4,4,2,2,3,3,3
7216000,2,0,1,1,1,1,4,5,1,1,1,1,4.5,5,6,5.5,4,2,6.5,7,3.5,5,4.5,5.5,5,4,5,6.5,2.5,4,5.5,6,3,2,4,2,2,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,3,2,2,2,2,NA,5,NA,NA,NA,2,"Female","D","C","D","B",10,12,NA,12,5,6,8,10,11,7,11,9,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,3,3
7217000,2,0,1,1,1,1,6,5,3,3,3,4,3,7,5,4.5,5.5,1.5,6.5,1.5,3,6.5,4,7,6,5.5,5.5,4.5,7,5.5,4.5,5,3,4,5,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,3,2,2,2,2,4,3,6,6,0,6,2,1,"Female","B","C","B","A",11,11,9,11,9,10,14,14,9,12,12,8,2,2,2,2,3,2,2,3,4,2,2,2,2,4,5,4,4,3,5
7221000,2,0,1,0,0,0,5,4,4,NA,4,3,5,4.5,5,6,5,3,5,3.5,3,3.5,6,5.5,7,7,5,4,4.5,7,4,7,4,3,3,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,5,5,5,5,5,5,6,5,0,6,1,2,"Female","C","B","C","C",11,12,8,8,8,7,13,10,5,9,9,8,2,2,2,2,2,2,2,5,5,5,5,5,5,4,5,4,5,5,5
7222000,2,0,1,1,1,1,6,5,4,4,4,4,3,5,5,3.5,5,5,3.5,5.5,2.5,4,5,6.5,6.5,6.5,4.5,6.5,4,6,7,6.5,4,5,5,5,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,4,3,5,5,4,4,4,4,4,4,6,6,0,6,1,2,"Female","A","B","A","A",13,12,6,11,10,10,13,16,NA,11,10,7,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,3,4,5
7223000,2,0,1,1,1,1,3,4,1,1,2,2,4.5,5.5,4,4,4.5,0.5,2.5,2.5,2.5,3.5,4.5,6,4,3,3.5,5,7,7,4,4.5,4,4,2,3,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,3,2,3,4,1,2,4,4,4,5,5,0,6,2,1,"Female","C","B","B","D",10,10,9,9,7,8,12,16,10,13,11,10,2,2,2,2,2,2,2,4,4,4,2,1,4,5,5,5,5,5,5
7224000,2,0,1,1,1,1,6,5,4,4,4,4,4.5,5,6,3.5,4,3,7,3,7,7,4,4.5,6,3,5,2.5,5.5,4,4,1.5,5,4,5,4,5,NA,NA,4,NA,4,NA,NA,NA,NA,NA,4,3,5,5,3,2,4,4,2,4,6,5,0,6,1,2,"Female","B","A","B","A",14,16,11,14,11,10,14,15,10,10,11,8,3,3,3,2,2,3,2,4,2,4,4,2,3,4,5,2,4,1,4
7225000,2,0,1,NA,1,1,5,NA,4,3,NA,NA,6.5,5.5,6,5,5.5,3,3.5,3.5,1,1,5,5,5.5,4.5,4.5,NA,NA,NA,NA,NA,4,2,3,2,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,3,4,5,4,4,5,5,6,NA,0,6,1,1,"Female","D","B","D","C",13,12,10,9,11,10,14,10,6,8,12,8,3,2,1,2,2,3,1,5,5,4,4,5,4,4,4,3,4,4,4
7226000,2,0,1,NA,1,1,3,NA,3,3,NA,NA,6,6,6,4,6,4.5,7,7,7,7,6.5,6.5,6.5,7,7,NA,NA,NA,NA,NA,4,3,3,3,NA,3,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,3,4,4,5,5,5,5,5,6,NA,0,6,1,2,"Female","C","B","C","C",14,15,7,14,12,9,12,14,10,11,11,7,2,2,2,2,3,3,2,5,5,5,5,5,4,4,3,3,4,3,5
7227000,2,0,1,1,1,1,5,5,4,2,4,3,4.5,3.5,5,4,5,7,1.5,4.5,5.5,7,6,3,3,5,6.5,5.5,2.5,4.5,4,7,4,3,4,5,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,3,4,5,5,4,3,4,4,4,4,5,5,0,6,1,1,"Female","A","B","C","B",14,15,9,9,9,9,14,14,9,7,11,9,3,3,3,3,3,3,3,4,4,4,4,3,4,4,5,4,4,4,3
7228000,2,0,1,NA,1,1,4,NA,3,3,NA,NA,5.5,5,6,6.5,5,7,4.5,7,7,7,7,4,7,7,7,NA,NA,NA,NA,NA,4,4,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,5,4,4,4,4,5,5,5,6,NA,0,6,1,1,"Female","A","B","B","B",14,14,10,13,9,10,13,15,11,11,12,9,3,3,3,2,3,3,2,5,5,5,4,4,4,2,4,3,4,4,4
7230000,2,0,1,1,1,1,4,3,4,2,2,2,4,6,5,6,4,6.5,5.5,3,7,3,4.5,6,5.5,6.5,5.5,4,4.5,6,5.5,5.5,4,3,3,5,4,NA,NA,4,NA,3,NA,NA,NA,NA,NA,2,4,4,4,4,5,5,4,5,5,6,6,0,6,1,2,"Female","A","B","C","C",14,16,9,14,12,10,12,15,8,11,10,8,3,3,3,3,3,3,3,5,5,4,5,5,4,5,4,4,3,3,4
7231000,2,0,1,1,1,1,3,5,3,4,2,3,5.5,4.5,4.5,4.5,6,5.5,3.5,2,4.5,6.5,5.5,4.5,4,5,6.5,7,7,7,4.5,7,4,4,4,5,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,3,4,5,5,5,3,5,5,5,5,6,6,0,6,1,1,"Female","A","B","B","B",14,15,9,13,11,10,14,16,9,12,11,10,3,3,3,3,3,3,3,5,5,5,5,3,5,5,5,5,5,5,5
